#seqid	description	orientation	amoa log odds	pmoa log odds	bg log odds	label
EPAO0007	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0006	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0005	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
EPAO0004	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0069	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAO0009	 pmoA	+	 -946.6308	 -585.0887	 -679.2887	pmoa
EPAO0008	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0068	 pmoA	+	 -958.0138	 -602.3842	 -684.4791	pmoa
EPAO0045	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0081	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0085	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0084	 pmoA	+	 -963.0373	 -619.4297	 -689.0910	pmoa
EPAO0010	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0011	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
EPAO0012	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0034	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0070	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0013	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0058	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0059	 pmoA	+	 -935.8780	 -604.0074	 -685.1587	pmoa
EPAO0074	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAO0075	 pmoA	+	 -952.5644	 -617.0443	 -682.7091	pmoa
EPAO0078	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAO0079	 pmoA	+	 -995.9498	 -615.2514	 -685.3851	pmoa
EPAO0050	 pmoA	+	 -998.9527	 -608.7666	 -684.7024	pmoa
EPAO0051	 pmoA	+	 -976.5097	 -615.5077	 -681.1476	pmoa
EPAO0053	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAO0036	 pmoA	+	-1181.6034	 -542.2884	 -644.2726	pmoa
EPAO0037	 pmoA	+	-1137.7288	 -624.9568	 -668.1736	pmoa
EPAO0046	 pmoA	+	-1046.9789	 -552.9453	 -640.4463	pmoa
EPAO0035	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAO0014	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
EPAO0033	 pmoA	+	 -984.2414	 -550.9369	 -634.7480	pmoa
EPAO0030	 pmoA	+	-1169.4684	 -544.9155	 -643.6631	pmoa
EPAO0057	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAO0018	 pmoA	+	 -969.7073	 -623.0169	 -687.6363	pmoa
EPAO0031	 pmoA	+	 -967.9312	 -635.9540	 -681.8276	pmoa
EPAO0038	 pmoA	+	-1042.1925	 -538.8736	 -634.7565	pmoa
EPAO0039	 pmoA	+	-1069.1715	 -654.6506	 -670.4362	pmoa
EPAO0065	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAO0071	 pmoA	+	 -934.1040	 -601.1165	 -684.8727	pmoa
EPAO0076	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
EPAO0077	 pmoA	+	 -977.4472	 -623.7604	 -681.9101	pmoa
ESAQ0033	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0006	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0031	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0030	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0037	 pmoA	+	 -980.0595	 -621.3361	 -684.2579	pmoa
ESAQ0036	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0035	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0007	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0039	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0038	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0004	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0005	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0002	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0068	 pmoA	+	-1063.0622	 -542.5620	 -638.0299	pmoa
ESAQ0003	 pmoA	+	 -921.6300	 -642.7912	 -694.3517	pmoa
ESAQ0019	 pmoA	+	-1035.2905	 -551.3420	 -636.9158	pmoa
ESAQ0017	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0018	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0012	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0001	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0042	 pmoA	+	 -911.5822	 -638.2549	 -691.9998	pmoa
ESAQ0043	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0041	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0046	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0047	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0044	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0045	 pmoA	+	 -916.7715	 -641.6915	 -692.2694	pmoa
ESAQ0065	 pmoA	+	 -948.1269	 -583.9046	 -675.4075	pmoa
ESAQ0066	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ESAQ0049	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ESAQ0060	 pmoA	+	 -969.4443	 -613.3724	 -679.0515	pmoa
ESAQ0061	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
ESAQ0062	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
ESAQ0063	 pmoA	+	 -948.1269	 -583.9046	 -675.4075	pmoa
ESAQ0020	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0021	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0022	 pmoA	+	 -919.9505	 -639.9454	 -691.6920	pmoa
ESAQ0023	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0024	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0025	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0026	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0027	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0028	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0029	 pmoA	+	 -929.8165	 -641.9672	 -692.8402	pmoa
ESAQ0052	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ESAQ0008	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0009	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0053	 pmoA	+	 -986.3526	 -592.4081	 -680.0857	pmoa
ESAQ0011	 pmoA	+	-1001.9211	 -624.2022	 -686.0871	pmoa
ESAQ0010	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0087	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ESAQ0084	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
ESAQ0013	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0015	 pmoA	+	 -919.3458	 -641.5581	 -693.7799	pmoa
ESAQ0069	 pmoA	+	 -967.2619	 -606.9251	 -685.5375	pmoa
ESAQ0067	 pmoA	+	 -978.6019	 -612.7425	 -686.9966	pmoa
ESAQ0059	 pmoA	+	 -972.1483	 -607.8385	 -681.1044	pmoa
ESAQ0034	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
ESAQ0055	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ESAQ0054	 pmoA	+	 -969.5475	 -608.5302	 -680.9699	pmoa
ESAQ0057	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
ESAQ0051	 pmoA	+	 -969.5475	 -608.5302	 -680.9699	pmoa
ESAQ0050	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ESAQ0079	 pmoA	+	 -895.6307	 -593.6872	 -676.2638	pmoa
ESAQ0077	 pmoA	+	-1008.0821	 -630.7024	 -685.6381	pmoa
ESAQ0076	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ESAQ0075	 pmoA	+	-1036.8576	 -523.2908	 -651.5403	pmoa
ESAQ0074	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ESAQ0073	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ESAQ0058	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ESAQ0071	 pmoA	+	-1082.1021	 -540.2734	 -638.8214	pmoa
ESAQ0016	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
KDAF0001	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
KDAF0003	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
KDAF0004	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
KDAF0005	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
KDAF0006	 pmoA	+	-1059.9021	 -550.0368	 -638.3763	pmoa
KDAF0007	 pmoA	+	 -968.8133	 -614.4339	 -680.9076	pmoa
KDAF0008	 pmoA	+	 -971.3226	 -558.6646	 -633.3421	pmoa
KDAF0010	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
KDAF0011	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
KDAF0013	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
KDAF0014	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
KDAF0015	 pmoA	+	 -939.1308	 -656.4833	 -696.2114	pmoa
KDAF0016	 pmoA	+	 -966.0763	 -605.7034	 -680.4149	pmoa
KDAF0018	 pmoA	+	 -928.5257	 -522.6369	 -603.2013	pmoa
KDAF0020	 pmoA	+	 -947.3096	 -599.9401	 -687.4231	pmoa
KDAF0021	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
KDAF0023	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
KDAF0024	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KDAF0025	 pmoA	+	 -901.6137	 -657.9288	 -682.4744	pmoa
KDAF0026	 pmoA	+	 -990.1099	 -551.0588	 -633.3528	pmoa
KDAF0027	 pmoA	+	 -755.0974	 -550.2509	 -566.8549	pmoa
KDAF0028	 pmoA	+	 -928.1190	 -642.3376	 -692.5134	pmoa
KDAF0029	 pmoA	+	 -987.1093	 -605.0199	 -679.9115	pmoa
KDAF0030	 pmoA	+	 -953.3340	 -619.0942	 -672.0143	pmoa
KDAF0031	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
KDAF0032	 pmoA	+	 -903.6584	 -611.8706	 -671.7792	pmoa
KDAF0033	 pmoA	+	 -967.2026	 -621.0703	 -686.8855	pmoa
KDAF0034	 pmoA	+	-1129.3907	 -539.3237	 -635.5610	pmoa
KDAF0036	 pmoA	+	 -950.7715	 -619.5217	 -672.0944	pmoa
KDAF0037	 pmoA	+	-1035.2905	 -551.3420	 -636.9158	pmoa
KDAF0038	 pmoA	+	-1085.8155	 -549.4497	 -642.5294	pmoa
KDAF0039	 pmoA	+	-1017.5030	 -550.7467	 -636.8542	pmoa
KDAF0040	 pmoA	+	 -953.3340	 -619.0942	 -672.0143	pmoa
KDAF0041	 pmoA	+	-1062.7944	 -515.1409	 -606.4115	pmoa
KDAF0042	 pmoA	+	 -954.7714	 -615.1957	 -685.3759	pmoa
KDAF0044	 pmoA	+	 -954.7714	 -615.1957	 -685.3759	pmoa
KDAF0045	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
KDAF0046	 pmoA	+	 -966.4894	 -644.3635	 -679.1185	pmoa
KDAF0047	 pmoA	+	 -969.2977	 -614.7778	 -690.1570	pmoa
KDAF0048	 pmoA	+	 -997.7507	 -654.3037	 -694.0401	pmoa
KDAF0049	 pmoA	+	-1085.8155	 -549.4497	 -642.5294	pmoa
KDAF0050	 pmoA	+	-1026.9866	 -658.9436	 -692.3012	pmoa
KDAF0051	 pmoA	+	 -903.6584	 -611.8706	 -671.7792	pmoa
KDAF0052	 pmoA	+	-1126.1693	 -535.3927	 -634.7792	pmoa
KDAF0053	 pmoA	+	-1049.8552	 -681.9440	 -694.9933	pmoa
KDAF0055	 pmoA	+	 -969.0304	 -615.5022	 -685.0531	pmoa
KDAF0057	 pmoA	+	 -929.7128	 -615.6861	 -670.1434	pmoa
KDAF0058	 pmoA	+	-1116.6649	 -566.8023	 -644.9931	pmoa
KDAF0059	 pmoA	+	 -990.6367	 -620.5605	 -687.0625	pmoa
KSAG0018	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
KSAG0015	 pmoA	+	-1007.2116	 -549.7402	 -642.4514	pmoa
KSAG0017	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
KSAG0016	 pmoA	+	-1013.2767	 -491.4429	 -644.5294	pmoa
KSAG0013	 pmoA	+	 -976.2329	 -619.7369	 -684.7372	pmoa
KSAG0012	 pmoA	+	 -985.9229	 -620.1703	 -688.9564	pmoa
KSAG0037	 pmoA	+	 -970.5707	 -606.8609	 -681.1487	pmoa
KSAG0033	 pmoA	+	-1128.0476	 -543.1506	 -637.0431	pmoa
KSAG0031	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KSAG0030	 pmoA	+	-1156.1706	 -629.5514	 -661.7536	pmoa
KSAG0039	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KSAG0022	 pmoA	+	 -893.4271	 -615.1133	 -673.3779	pmoa
KSAG0023	 pmoA	+	 -924.2466	 -617.4716	 -672.2453	pmoa
KSAG0002	 pmoA	+	 -964.1154	 -606.6085	 -685.8518	pmoa
KSAG0003	 pmoA	+	 -945.5657	 -619.6472	 -685.8514	pmoa
KSAG0001	 pmoA	+	-1035.2905	 -551.3420	 -636.9158	pmoa
KSAG0006	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
KSAG0007	 pmoA	+	 -986.0416	 -496.9440	 -643.6281	pmoa
KSAG0004	 pmoA	+	 -950.0194	 -617.8024	 -687.7035	pmoa
KSAG0029	 pmoA	+	-1105.1747	 -536.3346	 -637.6572	pmoa
KSAG0024	 pmoA	+	-1011.9853	 -543.5448	 -654.1104	pmoa
KSAG0026	 pmoA	+	 -947.8229	 -579.0389	 -674.4382	pmoa
KSAG0027	 pmoA	+	 -908.9563	 -615.0910	 -672.4613	pmoa
KSAG0020	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KSAG0048	 pmoA	+	-1145.6965	 -632.9393	 -673.3462	pmoa
KSAG0049	 pmoA	+	-1020.1102	 -522.0347	 -650.5327	pmoa
KSAG0046	 pmoA	+	-1045.2763	 -544.6080	 -653.6043	pmoa
KSAG0047	 pmoA	+	 -960.5311	 -607.6458	 -686.3100	pmoa
KSAG0044	 pmoA	+	-1024.7265	 -529.5746	 -651.6112	pmoa
KSAG0045	 pmoA	+	-1025.2879	 -546.4585	 -654.6564	pmoa
KSAG0043	 pmoA	+	 -970.5707	 -606.8609	 -681.1487	pmoa
KSAG0025	 pmoA	+	 -999.6004	 -623.0307	 -683.8249	pmoa
K1AH0011	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
K1AH0012	 pmoA	+	 -987.5709	 -614.4359	 -684.2397	pmoa
K1AH0014	 pmoA	+	 -981.2051	 -613.9564	 -678.4402	pmoa
K7AH0037	 pmoA	+	-1067.4021	 -538.0402	 -634.5135	pmoa
K1AH0018	 pmoA	+	 -975.8654	 -622.2633	 -684.0940	pmoa
K7AH0049	 pmoA	+	 -960.7461	 -619.9786	 -685.1716	pmoa
K8AH0061	 pmoA	+	 -929.0659	 -636.9667	 -693.8109	pmoa
K8AH0068	 pmoA	+	-1015.4854	 -533.1543	 -649.6795	pmoa
K7AH0045	 pmoA	+	-1106.7965	 -540.1789	 -642.6478	pmoa
K7AH0047	 pmoA	+	 -992.6769	 -619.5070	 -684.0854	pmoa
K7AH0046	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
K7AH0043	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
K1AH0021	 pmoA	+	-1008.6662	 -630.4856	 -690.5889	pmoa
K7AH0034	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
K1AH0023	 pmoA	+	 -973.8713	 -607.9918	 -680.6925	pmoa
K1AH0022	 pmoA	+	 -954.6045	 -613.5863	 -685.1759	pmoa
K1AH0025	 pmoA	+	 -945.5291	 -618.3278	 -670.6612	pmoa
K1AH0027	 amoA	+	 -226.7603	 -602.4271	 -643.4215	amoa
K1AH0026	 pmoA	+	 -967.1572	 -613.2643	 -679.5641	pmoa
K1AH0003	 pmoA	+	 -999.7006	 -621.3737	 -683.6299	pmoa
K1AH0029	 pmoA	+	 -946.0574	 -601.5764	 -684.9508	pmoa
K1AH0001	 pmoA	+	 -988.1248	 -623.0044	 -686.2178	pmoa
K1AH0006	 pmoA	+	-1132.8841	 -536.7032	 -640.6196	pmoa
K1AH0005	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
K1AH0004	 pmoA	+	 -987.0070	 -627.1712	 -684.0155	pmoa
K8AH0054	 pmoA	+	-1078.2603	 -510.4820	 -644.2937	pmoa
K1AH0008	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
K8AH0051	 pmoA	+	-1032.6176	 -554.1364	 -639.2552	pmoa
K7AH0038	 pmoA	+	 -992.6769	 -619.5070	 -684.0854	pmoa
K8AH0071	 pmoA	+	-1014.5084	 -536.8872	 -613.5566	pmoa
K8AH0070	 pmoA	+	-1109.1558	 -596.7809	 -645.5002	pmoa
KDAJ0008	 pmoA	+	-1111.7376	 -537.0723	 -635.0271	pmoa
KDAJ0045	 pmoA	+	 -903.9441	 -617.4943	 -672.2634	pmoa
KDAJ0047	 pmoA	+	 -946.9610	 -599.9567	 -687.2382	pmoa
KDAJ0028	 pmoA	+	 -967.9139	 -619.6844	 -687.5633	pmoa
KDAJ0043	 pmoA	+	 -952.3443	 -581.2096	 -675.3276	pmoa
KDAJ0027	 pmoA	+	 -958.4976	 -617.2152	 -683.8466	pmoa
KDAJ0004	 pmoA	+	 -905.6974	 -623.3438	 -673.0077	pmoa
KDAJ0023	 pmoA	+	-1008.4213	 -591.8384	 -681.8635	pmoa
KDAJ0006	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KDAJ0032	 pmoA	+	 -951.5731	 -605.8074	 -685.1951	pmoa
KDAJ0049	 pmoA	+	 -954.6786	 -610.8315	 -681.8193	pmoa
KDAJ0053	 pmoA	+	 -961.2923	 -588.4509	 -679.8424	pmoa
KDAJ0082	 pmoA	+	 -925.1628	 -621.3889	 -674.1385	pmoa
KDAJ0093	 pmoA	+	 -938.3869	 -602.2047	 -687.9455	pmoa
KDAJ0091	 pmoA	+	 -924.0636	 -621.0906	 -673.5615	pmoa
KDAJ0090	 pmoA	+	 -927.0419	 -600.8440	 -681.8317	pmoa
KDAJ0078	 pmoA	+	-1144.5893	 -537.4715	 -645.4888	pmoa
KDAJ0094	 pmoA	+	 -928.0580	 -613.1692	 -669.6456	pmoa
KDAJ0075	 pmoA	+	 -954.6786	 -610.8315	 -681.8193	pmoa
KDAJ0074	 pmoA	+	 -912.2000	 -648.3017	 -678.1693	pmoa
KDAJ0077	 pmoA	+	 -967.3291	 -598.5099	 -683.6885	pmoa
KDAJ0054	 pmoA	+	 -956.8886	 -624.6291	 -688.3372	pmoa
KDAJ0070	 pmoA	+	 -903.6584	 -611.8706	 -671.7792	pmoa
KDAJ0073	 pmoA	+	 -939.5324	 -623.0517	 -674.2879	pmoa
KDAJ0096	 pmoA	+	 -953.3340	 -619.0942	 -672.0143	pmoa
KDAJ0031	 pmoA	+	 -905.6974	 -623.3438	 -673.0077	pmoa
KDAJ0030	 pmoA	+	 -961.8051	 -625.1092	 -671.1258	pmoa
KDAJ0033	 pmoA	+	 -919.4769	 -580.3439	 -673.5244	pmoa
KDAJ0018	 pmoA	+	 -924.2466	 -617.4716	 -672.2453	pmoa
KDAJ0035	 pmoA	+	 -965.6386	 -615.6734	 -682.6675	pmoa
KDAJ0034	 pmoA	+	 -960.2359	 -620.6688	 -671.9530	pmoa
KDAJ0037	 pmoA	+	 -994.1498	 -514.4642	 -644.7310	pmoa
KDAJ0036	 pmoA	+	 -910.9306	 -631.4788	 -675.0398	pmoa
KDAJ0039	 pmoA	+	 -946.9610	 -599.9567	 -687.2382	pmoa
KDAJ0012	 pmoA	+	-1000.5556	 -509.0293	 -639.0485	pmoa
KDAJ0010	 pmoA	+	-1012.5305	 -522.3488	 -647.8257	pmoa
KDAJ0016	 pmoA	+	 -992.9982	 -514.8687	 -646.5491	pmoa
KDAJ0014	 pmoA	+	-1007.6505	 -524.2889	 -651.2246	pmoa
KDAJ0022	 pmoA	+	 -952.3443	 -581.2096	 -675.3276	pmoa
KDAJ0055	 pmoA	+	-1023.7896	 -509.0670	 -646.3216	pmoa
KDAJ0038	 pmoA	+	 -929.7439	 -634.8697	 -673.7074	pmoa
KDAJ0081	 pmoA	+	 -948.0356	 -581.7722	 -676.3904	pmoa
KDAJ0068	 pmoA	+	 -913.3638	 -592.5021	 -654.1159	pmoa
KDAJ0069	 pmoA	+	 -945.5291	 -618.3278	 -670.6612	pmoa
KDAJ0084	 pmoA	+	 -950.9714	 -616.7935	 -682.3921	pmoa
KDAJ0085	 pmoA	+	 -967.3291	 -598.5099	 -683.6885	pmoa
KDAJ0087	 pmoA	+	 -954.6786	 -610.8315	 -681.8193	pmoa
KDAJ0062	 pmoA	+	 -975.5859	 -525.1577	 -652.3118	pmoa
KDAJ0063	 pmoA	+	 -954.6786	 -610.8315	 -681.8193	pmoa
KDAJ0060	 pmoA	+	 -952.8022	 -617.0546	 -671.3431	pmoa
KDAJ0061	 pmoA	+	 -969.5377	 -586.8363	 -681.7463	pmoa
KDAJ0067	 pmoA	+	 -954.6786	 -610.8315	 -681.8193	pmoa
KDAJ0064	 pmoA	+	 -944.2252	 -581.6119	 -675.0902	pmoa
ECAR0012	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAR0037	 pmoA	+	-1058.0830	 -546.7574	 -638.3559	pmoa
ECAR0031	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ECAR0056	 pmoA	+	 -972.9021	 -606.2034	 -679.9163	pmoa
ECAR0071	 pmoA	+	 -936.4366	 -608.1635	 -685.2987	pmoa
ECAR0054	 pmoA	+	 -947.8376	 -607.0729	 -688.1741	pmoa
ECAR0055	 amoA	+	 -197.7491	 -578.1195	 -632.1561	amoa
ECAR0075	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0051	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0095	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0090	 pmoA	+	 -991.1766	 -620.6298	 -681.5682	pmoa
ECAR0096	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0058	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0059	 pmoA	+	-1006.9613	 -617.6644	 -681.5407	pmoa
ECAR0077	 pmoA	+	-1006.9613	 -617.6644	 -681.5407	pmoa
ECAR0053	 pmoA	+	 -977.2753	 -617.5232	 -681.9565	pmoa
ECAR0041	 amoA	+	 -274.3197	 -603.9760	 -645.7601	amoa
ECAR0040	 pmoA	+	-1015.4312	 -628.8725	 -686.0997	pmoa
ECAR0043	 pmoA	+	 -978.0946	 -641.4831	 -688.9180	pmoa
ECAR0024	 pmoA	+	 -982.1767	 -624.6101	 -684.0728	pmoa
ECAR0009	 amoA	+	 -226.7603	 -602.4271	 -643.4215	amoa
ECAR0021	 pmoA	+	 -991.2944	 -631.5112	 -688.0756	pmoa
ECAR0061	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0089	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0088	 pmoA	+	 -975.1409	 -619.9753	 -684.4989	pmoa
ECAR0069	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ECAR0081	 pmoA	+	-1009.3101	 -618.3196	 -681.9559	pmoa
ECAR0083	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAS0076	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAS0077	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAS0053	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
EPAS0055	 pmoA	+	 -979.4094	 -618.0529	 -684.5964	pmoa
EPAS0056	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
EPAS0094	 pmoA	+	 -957.6071	 -632.6191	 -687.1879	pmoa
EPAS0095	 pmoA	+	-1008.9040	 -636.1126	 -655.2069	pmoa
EPAS0096	 pmoA	+	 -938.0595	 -619.2103	 -671.7750	pmoa
EPAS0090	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAS0091	 pmoA	+	 -979.4125	 -613.6078	 -685.1242	pmoa
EPAS0092	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ESAS0036	 pmoA	+	-1024.5375	 -640.1212	 -652.6748	pmoa
ESAS0031	 pmoA	+	 -938.0595	 -619.2103	 -671.7750	pmoa
ESAS0030	 pmoA	+	 -997.6702	 -633.5970	 -657.5359	pmoa
ESAS0033	 pmoA	+	 -897.0893	 -617.5242	 -676.5859	pmoa
ESAS0032	 pmoA	+	 -937.4660	 -589.0153	 -677.0263	pmoa
ESAS0017	 pmoA	+	-1019.5736	 -647.9989	 -657.5331	pmoa
ESAS0015	 pmoA	+	-1031.2229	 -650.1358	 -655.2019	pmoa
ESAS0014	 pmoA	+	 -948.3219	 -585.2782	 -675.9969	pmoa
ESAS0013	 pmoA	+	 -874.2432	 -621.7422	 -677.8629	pmoa
ESAS0012	 pmoA	+	-1095.1052	 -555.5532	 -642.7727	pmoa
ESAS0011	 pmoA	+	 -945.9037	 -582.5740	 -674.3974	pmoa
ESAS0010	 pmoA	+	 -892.1484	 -615.3649	 -677.1351	pmoa
ESAS0018	 pmoA	+	 -968.9295	 -528.1999	 -635.8520	pmoa
EPAS0061	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
EPAS0060	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAS0067	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
EPAS0066	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
EPAS0087	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
